x,y,z,v
126,154,130,0.0526
126,162,55,0.0708
126,172,133,0.0522
126,178,121,0.0394
126,192,12,0.0399
126,194,186,0.1373
126,196,158,0.2337
126,199,17,0.2788
127,6,76,0.0888
127,13,19,0.0662
127,13,115,0.0558
127,13,176,0.0489
127,23,24,0.2644
127,24,53,0.0503
127,27,99,0.0941
127,28,76,0.2667
127,32,49,0.0883
127,40,115,0.2631
127,48,83,0.0557
127,51,191,0.0863
127,52,125,0.2749
127,61,46,0.0669
127,64,156,0.0627
127,70,33,0.0762
127,72,62,0.1071
127,75,138,0.2305
127,76,43,0.0779
127,76,78,0.237
127,85,10,0.0626
127,90,91,0.267
127,99,146,0.0596
127,101,36,0.0616
127,115,111,0.0723
127,116,56,0.2402
127,118,49,0.0803
127,119,44,0.2869
127,122,198,0.0615
127,125,48,0.0732
127,125,108,0.0361
127,128,27,0.266
127,130,88,0.2912
127,135,85,0.0514
127,136,183,0.0868
127,141,143,0.0833
127,147,165,0.0958
127,149,58,0.0792
127,149,165,0.2623
127,150,8,0.0745
127,150,91,0.0984
127,157,75,0.2896
127,165,83,0.08
127,170,187,0.2898
127,173,167,0.2758
127,182,161,0.0994
128,4,92,0.0756
128,5,15,0.0628
128,5,86,0.2596
128,6,163,0.112
128,13,103,0.0715
128,13,117,0.2828
128,20,2,0.0928
128,27,122,0.1133
128,41,83,0.0623
128,42,2,0.2014
128,42,59,0.0705
128,47,51,0.2355
128,51,166,0.085
128,52,38,0.0487
128,57,34,0.2858
128,69,185,0.2518
128,69,186,0.2632
128,71,179,0.0637
128,78,80,0.0856
128,84,131,0.0584
128,88,23,0.1155
128,95,118,0.0826
128,96,75,0.1062
128,98,166,0.0702
128,104,69,0.2904
128,112,94,0.0804
128,114,128,0.0516
128,118,135,0.2833
128,125,187,0.0731
128,128,37,0.0736
128,132,197,0.129
128,137,193,0.0988
128,146,113,0.0524
128,147,67,0.2661
128,150,99,0.1018
128,152,97,0.2516
128,152,124,0.2605
128,165,2,0.0779
128,173,90,0.2484
128,180,183,0.2548
128,188,33,0.0663
128,195,35,0.0644
128,196,24,0.2663
128,197,38,0.241
128,198,16,0.0445
129,1,5,0.0748
129,4,145,0.051
129,12,151,0.0741
129,19,12,0.0933
129,23,137,0.0656
129,26,0,0.0612
129,32,148,0.0529
129,41,148,0.0731
129,50,122,0.1057
129,54,78,0.1053
129,60,185,0.0753
129,67,61,0.0441
129,72,185,0.0834
129,73,196,0.0735
129,78,126,0.2937
129,81,130,0.0722
129,83,13,0.2811
129,83,148,0.1191
129,90,66,0.1325
129,91,35,0.077
129,95,196,0.1021
129,104,107,0.0597
129,119,38,0.0852
129,122,98,0.0445
129,128,117,0.0504
129,131,174,0.2387
129,139,189,0.0549
129,147,98,0.0517
129,147,158,0.0913
129,149,135,0.0636
129,151,76,0.0541
129,156,16,0.0668
129,167,180,0.0976
129,169,42,0.0582
129,170,75,0.0596
129,174,124,0.0996
129,175,91,0.0803
129,178,137,0.0632
129,183,7,0.0398
129,185,134,0.0621
129,189,91,0.0553
130,1,116,0.0726
130,2,170,0.0979
130,4,87,0.1222
130,8,74,0.2898
130,9,135,0.1309
130,11,31,0.1141
130,13,75,0.1191
130,20,184,0.1158
130,27,21,0.2701
130,36,11,0.2648
130,36,174,0.2781
130,40,120,0.2719
130,43,114,0.2701
130,52,56,0.05
130,55,162,0.0512
130,61,119,0.0374
130,64,94,0.067
130,85,64,0.0417
130,93,59,0.082
130,94,158,0.0861
130,96,29,0.2197
130,102,140,0.2843
130,103,69,0.0448
130,106,157,0.0866
130,107,189,0.293
130,112,8,0.0697
130,115,22,0.0585
130,116,125,0.0495
130,121,126,0.0888
130,127,40,0.0726
130,135,64,0.0502
130,141,31,0.112
130,141,63,0.0484
130,165,12,0.0759
130,172,153,0.0428
130,175,122,0.2552
130,179,22,0.1383
130,183,103,0.2988
130,185,45,0.0878
130,188,42,0.1021
130,195,163,0.2573
130,199,42,0.1103
131,4,24,0.2794
131,5,149,0.0926
131,8,52,0.0534
131,8,154,0.069
131,10,59,0.0636
131,18,111,0.092
131,23,29,0.0798
131,33,1,0.0794
131,35,68,0.0454
131,44,92,0.0589
131,51,100,0.0657
131,51,173,0.0526
131,60,14,0.0664
131,64,7,0.0623
131,71,178,0.0604
131,75,134,0.0625
131,76,106,0.0668
131,96,141,0.1155
131,106,137,0.1231
131,107,143,0.2799
131,109,110,0.2905
131,109,128,0.1038
131,115,174,0.237
131,116,72,0.1221
131,120,44,0.093
131,134,48,0.2885
131,139,35,0.1099
131,143,85,0.0863
131,144,22,0.135
131,147,140,0.064
131,155,20,0.0544
131,163,182,0.2957
131,170,175,0.0858
131,172,39,0.1235
131,181,120,0.2436
131,182,194,0.0891
131,184,22,0.2774
131,193,31,0.3122
131,193,117,0.2036
131,195,175,0.0529
131,198,185,0.0533
132,3,159,0.0518
132,7,100,0.0484
132,12,195,0.0755
132,26,59,0.055
132,32,117,0.0739
132,34,43,0.0945
132,36,59,0.1027
132,38,181,0.1144
132,41,112,0.0902
132,47,73,0.086
132,56,132,0.0829
132,56,133,0.094
132,59,97,0.0676
132,62,179,0.2741
132,89,77,0.0691
132,91,7,0.2764
132,107,105,0.2439
132,110,34,0.0462
132,115,12,0.2638
132,117,152,0.1119
132,120,67,0.2818
132,134,171,0.2896
132,140,5,0.0532
132,142,71,0.2903
132,142,191,0.0358
132,150,82,0.055
132,153,166,0.0678
132,153,198,0.0532
132,157,102,0.0534
132,163,180,0.2708
132,181,138,0.0546
132,183,59,0.1014
132,183,120,0.1044
132,185,156,0.1125
132,187,48,0.0826
132,187,171,0.2803
132,188,36,0.0811
133,0,178,0.0653
133,15,49,0.1198
133,16,171,0.0592
133,23,33,0.105
133,24,133,0.1017
133,29,106,0.0629
133,37,197,0.2859
133,44,0,0.2595
133,44,70,0.2842
133,49,182,0.0769
133,52,197,0.2392
133,53,8,0.2832
133,71,57,0.0772
133,77,191,0.0632
133,81,185,0.0719
133,92,199,0.069
133,94,112,0.0519
133,96,82,0.0628
133,104,184,0.2631
133,116,100,0.0783
133,116,137,0.0858
133,122,55,0.0719
133,122,104,0.0682
133,127,188,0.0773
133,128,130,0.0512
133,129,56,0.041
133,129,176,0.0949
133,133,0,0.0401
133,133,93,0.0522
133,135,41,0.1017
133,137,119,0.0501
133,141,31,0.1286
133,147,198,0.297
133,153,80,0.1271
133,153,114,0.2543
133,156,67,0.0708
133,163,109,0.0578
133,166,29,0.1069
133,168,147,0.0782
133,173,78,0.3022
133,186,46,0.1019
133,186,110,0.2906
133,195,178,0.2899
133,198,105,0.2883
133,199,190,0.0769
134,4,151,0.2794
134,10,174,0.2807
134,22,167,0.3001
134,25,131,0.08
134,37,180,0.2697
134,40,68,0.0857
134,41,50,0.2713
134,64,182,0.0775
134,66,94,0.2789
134,68,132,0.0701
134,69,79,0.0906
134,73,102,0.0852
134,76,117,0.0915
134,90,134,0.1053
134,98,130,0.0992
134,112,189,0.313
134,122,97,0.0775
134,130,59,0.0666
134,142,8,0.2827
134,142,33,0.086
134,157,183,0.2852
134,159,161,0.0628
134,161,87,0.0924
134,170,37,0.0541
134,193,24,0.308
134,194,183,0.061
134,195,1,0.2702
134,195,197,0.0482
134,199,110,0.2755
135,7,49,0.2354
135,14,108,0.0683
135,17,162,0.0929
135,26,176,0.102
135,32,65,0.0526
135,37,146,0.0833
135,47,20,0.0731
135,56,55,0.0821
135,56,128,0.1385
135,65,70,0.0638
135,85,190,0.1241
135,98,92,0.0548
135,103,147,0.2527
135,106,21,0.0868
135,109,163,0.267
135,113,110,0.2555
135,115,154,0.2517
135,116,40,0.0917
135,118,57,0.0546
135,128,154,0.067
135,140,114,0.2579
135,142,27,0.0383
135,142,136,0.0587
135,142,168,0.2376
135,150,104,0.0523
135,154,47,0.2527
135,163,134,0.0669
135,171,150,0.0628
135,173,105,0.0671
135,181,174,0.2797
135,183,92,0.2892
135,185,157,0.0774
135,188,71,0.0661
135,191,70,0.0685
135,193,117,0.0719
136,4,52,0.2948
136,6,27,0.0857
136,6,59,0.0654
136,18,95,0.283
136,25,104,0.0882
136,27,7,0.0777
136,28,31,0.0889
136,35,58,0.0796
136,36,46,0.1054
136,36,50,0.0636
136,39,99,0.2775
136,48,195,0.1124
136,57,9,0.0487
136,61,46,0.0799
136,61,129,0.0709
136,63,93,0.0726
136,82,121,0.066
136,91,89,0.0485
136,101,48,0.2229
136,101,181,0.0462
136,105,114,0.0663
136,116,116,0.061
136,119,178,0.2682
136,120,86,0.1009
136,121,81,0.2639
136,128,191,0.2698
136,151,44,0.1238
136,152,63,0.0664
136,152,99,0.0993
136,152,149,0.1421
136,152,163,0.2844
136,163,116,0.079
136,164,27,0.1299
136,165,95,0.2734
136,177,155,0.0687
136,178,92,0.0928
136,180,105,0.2804
136,183,45,0.121
136,187,0,0.0635
136,187,123,0.0755
136,197,103,0.0601
136,198,145,0.0711
137,4,103,0.2633
137,9,3,0.2781
137,10,123,0.086
137,25,1,0.0858
137,28,106,0.278
137,33,11,0.2733
137,35,22,0.0628
137,36,26,0.0328
137,37,192,0.0818
137,44,130,0.0632
137,46,14,0.0845
137,49,174,0.0621
137,57,84,0.0687
137,58,89,0.0689
137,75,171,0.2956
137,78,21,0.2895
137,84,36,0.2842
137,86,131,0.108
137,86,148,0.1079
137,88,120,0.297
137,94,152,0.068
137,98,43,0.0883
137,101,94,0.083
137,111,143,0.063
137,118,100,0.2764
137,118,147,0.0586
137,122,13,0.2445
137,125,81,0.1386
137,131,87,0.1376
137,141,147,0.2707
137,148,61,0.0598
137,149,89,0.0792
137,151,112,0.2896
137,154,177,0.0554
137,155,4,0.0735
137,163,49,0.0771
137,164,151,0.0786
137,166,27,0.0812
137,180,157,0.2862
137,181,135,0.0801
137,186,101,0.0507
137,190,99,0.2988
137,192,67,0.0669
137,194,182,0.0711
137,196,100,0.2815
138,13,53,0.2094
138,19,117,0.0474
138,28,83,0.0726
138,33,30,0.0515
138,37,40,0.3055
138,51,12,0.0605
138,55,14,0.2974
138,72,58,0.2934
138,73,199,0.0795
138,77,1,0.0994
138,77,155,0.1049
138,88,86,0.1148
138,89,15,0.0628
138,102,153,0.0631
138,103,77,0.063
138,120,80,0.0961
138,121,68,0.0588
138,122,65,0.2705
138,134,34,0.1006
138,135,47,0.0783
138,138,116,0.0594
138,139,95,0.071
138,146,54,0.2804
138,150,117,0.0754
138,155,106,0.0535
138,163,26,0.0536
138,164,62,0.0637
138,164,89,0.2899
138,178,87,0.1128
138,190,192,0.1049
138,192,135,0.1158
138,196,162,0.3007
139,3,86,0.1469
139,14,167,0.1443
139,22,77,0.1425
139,26,112,0.0623
139,33,35,0.1413
139,34,44,0.2781
139,53,173,0.1254
139,54,70,0.277
139,59,45,0.0728
139,62,29,0.1015
139,62,161,0.2874
139,73,22,0.2813
139,75,96,0.0954
139,79,80,0.0637
139,83,104,0.2789
139,83,115,0.2853
139,88,15,0.3056
139,103,116,0.0791
139,139,76,0.2997
139,139,90,0.0996
139,140,95,0.1288
139,140,188,0.0675
139,142,147,0.1195
139,154,30,0.089
139,161,71,0.0755
139,165,71,0.2934
139,167,37,0.0933
139,170,161,0.2909
139,171,75,0.2868
139,171,147,0.11
139,173,123,0.2946
139,190,116,0.095
140,1,189,0.0766
140,12,52,0.0402
140,17,10,0.0576
140,18,140,0.0881
140,19,37,0.12
140,26,90,0.0794
140,28,179,0.1225
140,38,37,0.0686
140,47,28,0.0543
140,47,94,0.059
140,58,47,0.0574
140,59,76,0.0556
140,67,11,0.1288
140,70,85,0.2808
140,77,97,0.2706
140,104,126,0.1048
140,105,179,0.0903
140,109,134,0.112
140,126,183,0.1379
140,131,121,0.0947
140,138,35,0.0951
140,138,50,0.0927
140,139,159,0.0745
140,146,36,0.0687
140,156,71,0.0633
140,166,28,0.0685
140,173,170,0.2813
140,174,37,0.0777
140,182,88,0.0793
140,186,98,0.0846
140,186,185,0.0402
140,190,24,0.0673
140,193,177,0.0531
141,0,9,0.0726
141,3,115,0.0789
141,18,117,0.103
141,19,152,0.0726
141,23,45,0.0655
141,28,41,0.2369
141,37,100,0.052
141,38,170,0.0855
141,39,33,0.0551
141,42,127,0.0891
141,44,25,0.1179
141,46,53,0.0928
141,49,128,0.2896
141,50,131,0.0868
141,54,185,0.1122
141,56,90,0.1209
141,56,195,0.0978
141,57,157,0.2689
141,61,43,0.102
141,62,30,0.101
141,65,190,0.1151
141,80,108,0.2983
141,81,20,0.2968
141,81,35,0.2974
141,102,29,0.2707
141,105,155,0.0592
141,117,79,0.1283
141,118,60,0.0637
141,128,141,0.0704
141,133,191,0.083
141,139,55,0.0927
141,150,7,0.068
141,175,80,0.08
142,1,25,0.2778
142,3,0,0.057
142,8,17,0.281
142,15,68,0.2872
142,16,65,0.2948
142,23,163,0.2988
142,41,123,0.268
142,49,34,0.2943
142,51,76,0.3019
142,65,29,0.1191
142,71,47,0.1025
142,73,24,0.2841
142,73,40,0.1144
142,74,154,0.2933
142,89,56,0.0864
142,90,79,0.0673
142,103,59,0.0357
142,108,100,0.2593
142,112,158,0.0726
142,112,182,0.2368
142,119,180,0.2928
142,121,167,0.0773
142,123,123,0.2805
142,128,0,0.0491
142,129,90,0.0649
142,139,175,0.2873
142,142,180,0.0706
142,146,53,0.0862
142,152,44,0.0869
142,155,42,0.0801
142,157,24,0.2825
142,167,130,0.0667
142,167,164,0.2988
142,175,67,0.1485
142,175,176,0.2945
142,183,127,0.1164
142,184,144,0.1446
142,191,16,0.2855
142,198,125,0.145
143,8,133,0.0756
143,18,175,0.1035
143,28,138,0.0671
143,34,105,0.2946
143,36,28,0.0482
143,37,128,0.0462
143,38,143,0.0967
143,39,193,0.0592
143,46,117,0.2574
143,63,168,0.0794
143,73,172,0.0931
143,75,115,0.0656
143,76,118,0.2837
143,78,44,0.2876
143,82,51,0.0675
143,85,30,0.1099
143,92,136,0.0854
143,96,48,0.0923
143,106,76,0.2833
143,110,79,0.1227
143,111,113,0.2662
143,114,135,0.0985
143,116,86,0.1232
143,121,78,0.2756
143,126,2,0.2943
143,128,69,0.2232
143,128,129,0.1233
143,133,56,0.0762
143,144,65,0.0781
143,146,139,0.0675
143,148,126,0.1193
143,152,75,0.1193
143,159,128,0.2981
143,164,24,0.2929
143,164,35,0.2924
143,165,148,0.1009
143,172,68,0.2778
143,177,46,0.1101
143,184,13,0.1
143,187,21,0.0546
143,191,98,0.0608
143,192,98,0.0785
144,4,63,0.0756
144,14,110,0.0365
144,18,158,0.066
144,34,156,0.1011
144,42,57,0.2865
144,45,159,0.2634
144,47,92,0.0987
144,67,131,0.0685
144,75,80,0.1455
144,80,36,0.1324
144,83,159,0.0732
144,86,126,0.1062
144,87,152,0.0597
144,91,139,0.2658
144,93,83,0.1245
144,104,98,0.2791
144,105,73,0.1229
144,107,18,0.0833
144,109,20,0.2904
144,111,111,0.0547
144,111,137,0.0883
144,119,122,0.2958
144,136,66,0.0918
144,140,199,0.0767
144,146,36,0.0979
144,155,112,0.0361
144,156,94,0.2605
144,165,186,0.2434
144,172,130,0.2157
144,174,168,0.2379
144,177,12,0.0612
144,179,131,0.2876
144,181,11,0.0748
144,191,0,0.1101
145,11,193,0.0973
145,15,100,0.2875
145,30,0,0.1155
145,65,181,0.1122
145,67,197,0.0997
145,68,16,0.3069
145,68,31,0.103
145,76,91,0.101
145,81,14,0.1143
145,84,7,0.0831
145,85,66,0.2888
145,94,18,0.2127
145,94,93,0.0603
145,97,89,0.0406
145,103,101,0.0754
145,106,169,0.0502
145,109,37,0.2201
145,127,149,0.1026
145,128,138,0.0806
145,129,23,0.1232
145,130,93,0.0533
145,131,104,0.0974
145,139,113,0.0585
145,140,141,0.0947
145,144,146,0.0997
145,150,94,0.1021
145,152,148,0.1325
145,157,78,0.1098
145,160,73,0.1202
145,162,115,0.149
145,163,127,0.1357
145,169,103,0.0912
145,177,23,0.1383
145,195,46,0.0862
145,195,78,0.2802
145,196,168,0.2812
145,197,153,0.1293
146,4,9,0.0617
146,9,57,0.0788
146,10,134,0.1152
146,16,189,0.0801
146,28,129,0.0915
146,40,39,0.0706
146,43,19,0.0699
146,43,49,0.0973
146,47,86,0.048
146,65,175,0.2464
146,71,83,0.0668
146,77,155,0.0623
146,80,43,0.0683
146,90,106,0.2884
146,97,150,0.0807
146,101,30,0.2864
146,103,46,0.1203
146,110,93,0.0716
146,111,34,0.1018
146,117,150,0.1193
146,125,19,0.2856
146,125,125,0.1352
146,125,175,0.2857
146,130,17,0.1286
146,133,144,0.1077
146,134,168,0.2646
146,146,33,0.2936
146,154,98,0.1062
146,156,35,0.1255
146,159,60,0.082
146,163,86,0.274
146,163,161,0.0825
146,170,127,0.0756
146,172,164,0.0717
146,181,5,0.0896
146,183,195,0.0675
146,188,149,0.1059
146,191,100,0.0594
146,193,97,0.0797
146,194,23,0.0526
146,196,29,0.0735
147,0,38,0.2772
147,8,5,0.0561
147,15,34,0.2383
147,16,60,0.1069
147,17,169,0.0695
147,18,148,0.0953
147,20,107,0.043
147,20,133,0.0665
147,22,84,0.0809
147,27,81,0.0604
147,28,106,0.0853
147,33,181,0.2917
147,37,145,0.073
147,40,9,0.1165
147,45,5,0.2638
147,45,165,0.2654
147,47,197,0.1049
147,63,34,0.0921
147,63,109,0.1041
147,68,148,0.1061
147,70,62,0.0976
147,72,31,0.2854
147,72,133,0.1243
147,75,9,0.2356
147,80,7,0.1268
147,84,142,0.1079
147,93,138,0.0894
147,94,112,0.0894
147,99,97,0.0793
147,100,122,0.2331
147,101,119,0.1196
147,105,134,0.0818
147,107,3,0.0687
147,109,47,0.0885
147,109,101,0.0698
147,127,61,0.0997
147,133,98,0.1001
147,142,90,0.1007
147,146,181,0.0824
147,147,101,0.0749
147,148,15,0.0539
147,156,78,0.0706
147,169,114,0.0783
147,171,144,0.102
147,172,63,0.0936
147,184,141,0.0696
147,185,67,0.2603
147,186,31,0.2885
147,190,7,0.1246
147,191,68,0.2991
147,196,69,0.0561
148,4,118,0.1104
148,10,90,0.0976
148,19,33,0.0859
148,19,47,0.1468
148,25,77,0.1709
148,26,25,0.1457
148,38,145,0.1027
148,41,65,0.0866
148,43,129,0.1094
148,49,18,0.2858
148,52,163,0.2855
148,55,65,0.1281
148,56,108,0.0675
148,56,137,0.2548
148,58,61,0.1161
148,65,52,0.0733
148,69,184,0.0857
148,70,182,0.2618
148,77,46,0.0888
148,80,59,0.0789
148,85,86,0.0638
148,91,7,0.2336
148,94,142,0.0962
148,96,118,0.0762
148,102,4,0.0638
148,102,89,0.2854
148,104,105,0.0748
148,105,18,0.0595
148,110,150,0.2819
148,115,174,0.249
148,118,13,0.0708
148,119,20,0.0804
148,122,39,0.0638
148,122,149,0.0598
148,133,25,0.0571
148,139,178,0.2811
148,154,29,0.2904
148,163,195,0.1241
148,164,22,0.1371
148,166,178,0.2988
148,174,41,0.0828
148,183,47,0.1076
148,184,99,0.1064
148,191,131,0.2519
149,2,53,0.1287
149,6,18,0.1176
149,9,19,0.1301
149,17,45,0.1046
149,23,62,0.1104
149,36,23,0.0658
149,43,71,0.0527
149,46,95,0.057
149,53,110,0.0682
149,53,184,0.2743
149,75,152,0.0423
149,81,77,0.066
149,86,66,0.0765
149,90,77,0.0637
149,99,108,0.2632
149,107,30,0.2763
149,110,146,0.1044
149,112,167,0.0754
149,121,111,0.2473
149,127,60,0.2684
149,130,176,0.1438
149,134,88,0.1052
149,152,195,0.1165
149,161,67,0.1286
149,164,150,0.0798
149,167,125,0.0803
149,168,10,0.1185
149,169,79,0.2369
149,197,74,0.0704
